Flight_Number,Flight_Date,Origin,Destination,Route,Aircraft_Type,Aircraft_Capacity,Passengers,Load_Factor,Flight_Hours,Season,Route_Category,Demand_Level,Ticket_Revenue,Ancillary_Revenue,Total_Revenue,Fuel_Cost,Maintenance_Cost,Crew_Cost,Depreciation_Cost,Insurance_Cost,Airport_Fees,Catering_Cost,Handling_Cost,Navigation_Fees,Sales_Distribution_Cost,Passenger_Service_Cost,Overhead_Cost,Marketing_Cost,IT_Systems_Cost,Total_Cost,Profit,Profit_Margin,Year,Quarter,Month_Number,Month,Day,Day_Name
EK8709,2024-03-06,DXB,AMM,DXB-AMM,Airbus A320,180,129,0.7166,2.44,Spring,Short-haul,Medium,85409.46,11646.75,97056.21,78819.18,32294.77,15150.16,42995.77,7670.97,8591.48,9857.19,6558.68,6443.61,76019.27,9742.13,60869.12,22897.83,5638.16,87879.53,9176.68,0.0946,2024,1,3,March,6,Wednesday
EK8710,2024-03-08,DXB,AMM,DXB-AMM,Airbus A320,180,131,0.7246,1.96,Spring,Short-haul,Medium,77234.59,10531.99,87766.58,71985.51,29494.79,13836.63,39268.01,7005.89,7846.6,9002.57,5990.04,5884.95,69428.36,8897.48,55591.73,20912.58,5149.33,80260.33,7506.25,0.0855,2024,1,3,March,8,Friday
EK8711,2024-03-09,DXB,AMM,DXB-AMM,Airbus A320,180,130,0.7216,2.04,Spring,Short-haul,Medium,99037.99,13505.18,112543.17,90211.74,36962.67,17339.97,49210.39,8779.73,9833.3,11281.95,7506.67,7374.97,87007.13,11150.26,69667.16,26207.5,6453.1,100581.68,11961.49,0.1063,2024,1,3,March,9,Saturday
EK8712,2024-03-10,DXB,AMM,DXB-AMM,Airbus A320,180,134,0.7407,1.17,Spring,Short-haul,Medium,83827.74,11431.06,95258.8,77496.96,31753.01,14896.01,42274.5,7542.28,8447.36,9691.83,6448.65,6335.52,74744.03,9578.7,59848.02,22513.71,5543.58,86405.32,8853.48,0.0929,2024,1,3,March,10,Sunday
EK8713,2024-03-10,DXB,AMM,DXB-AMM,Airbus A320,180,136,0.7513,3.0,Spring,Short-haul,Medium,57837.38,7886.92,65724.3,55770.7,22851.06,10719.92,30422.85,5427.81,6079.14,6974.73,4640.77,4559.36,53789.55,6893.31,43069.64,16202.0,3989.44,62181.61,3542.69,0.0539,2024,1,3,March,10,Sunday
EK8714,2024-03-13,DXB,AMM,DXB-AMM,Airbus A320,180,130,0.7204,1.95,Spring,Short-haul,Medium,101016.35,13774.96,114791.31,91865.53,37640.28,17657.85,50112.53,8940.68,10013.57,11488.78,7644.28,7510.17,88602.18,11354.67,70944.33,26687.94,6571.4,102425.57,12365.74,0.1077,2024,1,3,March,13,Wednesday
EK8715,2024-03-14,DXB,AMM,DXB-AMM,Airbus A320,180,133,0.7335,1.49,Spring,Short-haul,Medium,40942.72,5583.1,46525.82,41647.86,17064.48,8005.31,22718.86,4053.32,4539.72,5208.52,3465.59,3404.79,40168.4,5147.72,32163.09,12099.16,2979.19,46435.33,90.49,0.0019,2024,1,3,March,14,Thursday
EK8716,2024-03-16,DXB,AMM,DXB-AMM,Airbus A320,180,135,0.746,2.56,Spring,Short-haul,Medium,56043.42,7642.28,63685.7,54271.06,22236.61,10431.66,29604.8,5281.85,5915.68,6787.18,4515.99,4436.76,52343.18,6707.96,41911.52,15766.34,3882.16,60509.58,3176.12,0.0499,2024,1,3,March,16,Saturday
EK8717,2024-03-16,DXB,AMM,DXB-AMM,Airbus A320,180,135,0.7477,2.74,Spring,Short-haul,Medium,41527.46,5662.83,47190.29,42136.66,17264.75,8099.26,22985.5,4100.89,4593.0,5269.65,3506.26,3444.75,40639.83,5208.13,32540.57,12241.16,3014.16,46980.31,209.98,0.0044,2024,1,3,March,16,Saturday
EK8718,2024-03-18,DXB,AMM,DXB-AMM,Airbus A320,180,141,0.7783,1.91,Spring,Short-haul,Medium,90608.79,12355.74,102964.53,83165.47,34075.58,15985.58,45366.66,8093.96,9065.24,10400.74,6920.34,6798.93,80211.18,10279.33,64225.6,24160.48,5949.06,92725.44,10239.09,0.0994,2024,1,3,March,18,Monday
EK8719,2024-03-18,DXB,AMM,DXB-AMM,Airbus A320,180,131,0.7264,1.08,Spring,Short-haul,Medium,37817.71,5156.96,42974.67,39035.55,15994.13,7503.18,21293.85,3799.08,4254.97,4881.82,3248.21,3191.23,37648.89,4824.83,30145.7,11340.26,2792.32,43522.73,-548.06,-0.0128,2024,1,3,March,18,Monday
EK8720,2024-03-19,DXB,AMM,DXB-AMM,Airbus A320,180,128,0.707,1.96,Spring,Short-haul,Medium,35489.97,4839.54,40329.51,37089.71,15196.85,7129.17,20232.39,3609.7,4042.87,26383.38,3086.3,3032.15,35772.17,4584.32,28643.0,10774.97,2653.13,41353.21,-1023.7,-0.0254,2024,1,3,March,19,Tuesday
EK8721,2024-03-19,DXB,AMM,DXB-AMM,Airbus A320,180,135,0.7467,2.08,Spring,Short-haul,Medium,29392.32,4008.04,33400.36,31992.47,13108.35,6149.4,17451.85,3113.62,3487.26,4001.0,2662.15,2615.44,30856.0,3954.3,24706.59,9294.16,2288.51,35670.04,-2269.68,-0.068,2024,1,3,March,19,Tuesday
EK8722,2024-03-21,DXB,AMM,DXB-AMM,Airbus A320,180,131,0.7275,2.67,Spring,Short-haul,Medium,46158.16,6294.3,52452.46,46007.63,18850.82,8843.32,25097.11,4477.63,5014.94,26383.38,3828.37,3761.21,44373.3,5686.59,35529.98,13365.72,3291.06,51296.26,1156.2,0.022,2024,1,3,March,21,Thursday
EK8723,2024-03-22,DXB,AMM,DXB-AMM,Airbus A320,180,138,0.765,2.99,Spring,Short-haul,Medium,68389.09,9325.79,77714.88,64591.25,26465.12,12415.35,35234.45,6286.25,7040.6,8077.83,5374.75,5280.45,62296.77,7983.54,49881.42,18764.46,4620.4,72016.08,5698.8,0.0733,2024,1,3,March,22,Friday
EK8724,2024-03-23,DXB,AMM,DXB-AMM,Airbus A320,180,133,0.7366,2.83,Spring,Short-haul,Medium,68802.51,9382.16,78184.67,64936.84,26606.72,12481.78,35422.96,6319.89,7078.27,8121.05,17599.06,5308.7,62630.08,8026.26,50148.3,18864.86,4645.12,72401.4,5783.27,0.074,2024,1,3,March,23,Saturday
EK8725,2024-03-24,DXB,AMM,DXB-AMM,Airbus A320,180,134,0.7442,1.26,Spring,Short-haul,Medium,62291.76,8494.33,70786.09,59494.27,24376.73,11435.64,32454.05,5790.2,6485.02,7440.4,4950.62,4863.77,57380.85,7353.55,45945.21,17283.74,4255.79,66333.21,4452.88,0.0629,2024,1,3,March,24,Sunday
EK8726,2024-03-25,DXB,AMM,DXB-AMM,Airbus A320,180,132,0.7279,1.07,Spring,Short-haul,Medium,92671.41,12637.01,105308.42,84889.69,34782.05,16317.0,46307.22,8261.77,9253.18,10616.38,7063.81,6939.89,81874.15,10492.45,65557.15,24661.39,6072.4,94647.86,10660.56,0.1012,2024,1,3,March,25,Monday
EK8727,2024-03-26,DXB,AMM,DXB-AMM,Airbus A320,180,133,0.7387,1.77,Spring,Short-haul,Medium,39342.71,5364.91,44707.62,40310.35,16516.45,7748.22,21989.25,3923.15,4393.93,5041.25,3354.29,3295.44,38878.4,4982.4,31130.18,11710.6,2883.51,44944.07,-236.45,-0.0053,2024,1,3,March,26,Tuesday
EK8728,2024-03-28,DXB,AMM,DXB-AMM,Airbus A320,180,137,0.7588,1.85,Spring,Short-haul,Medium,40108.69,5469.37,45578.06,40950.67,16778.81,7871.3,22338.54,3985.47,4463.72,5121.32,3407.57,3347.79,39495.97,5061.54,31624.67,11896.62,2929.32,45657.99,-79.93,-0.0018,2024,1,3,March,28,Thursday
EK8729,2024-03-31,DXB,AMM,DXB-AMM,Airbus A320,180,137,0.7592,1.98,Spring,Short-haul,Medium,37249.92,5079.53,42329.45,38560.91,15799.65,7411.95,21034.93,3752.89,4203.23,4822.46,3208.72,3152.42,37191.11,4766.17,29779.16,11202.37,2758.37,42993.53,-664.08,-0.0157,2024,1,3,March,31,Sunday
EK8730,2024-04-02,DXB,AMM,DXB-AMM,Airbus A320,180,130,0.7168,1.54,Spring,Short-haul,Medium,71876.09,9801.29,81677.38,67506.16,27659.46,12975.64,36824.53,6569.94,7358.34,8442.38,5617.3,5518.75,65108.13,8343.83,52132.49,19611.28,4828.91,75266.07,6411.31,0.0785,2024,2,4,April,2,Tuesday
EK8731,2024-04-03,DXB,AMM,DXB-AMM,Airbus A320,180,130,0.7175,2.16,Spring,Short-haul,Medium,94156.94,12839.58,106996.52,86131.49,35290.86,16555.69,46984.63,8382.63,9388.54,10771.68,7167.15,7041.41,83071.84,10645.94,66516.15,25022.14,6161.23,96032.41,10964.11,0.1025,2024,2,4,April,3,Wednesday
EK8732,2024-04-04,DXB,AMM,DXB-AMM,Airbus A320,180,134,0.7415,1.74,Spring,Short-haul,Medium,78428.06,10694.73,89122.79,72983.17,29903.57,14028.4,39812.23,7102.98,7955.34,9127.34,6073.05,5966.51,70390.58,9020.79,56362.19,21202.41,5220.69,81372.67,7750.12,0.087,2024,2,4,April,4,Thursday
EK8733,2024-04-04,DXB,AMM,DXB-AMM,Airbus A320,180,128,0.7079,1.62,Spring,Short-haul,Medium,70452.64,9607.18,80059.82,66316.24,27171.91,12746.92,36175.43,6454.14,7228.63,8293.56,5518.29,5421.47,63960.48,8196.75,51213.57,19265.59,4743.79,73939.37,6120.45,0.0764,2024,2,4,April,4,Thursday
EK8734,2024-04-05,DXB,AMM,DXB-AMM,Airbus A320,180,134,0.739,1.72,Spring,Short-haul,Medium,74897.45,10213.29,85110.74,70031.81,28694.3,13461.1,38202.27,6815.75,7633.64,8758.24,5827.46,5725.23,67544.07,8656.0,54082.96,20345.01,5009.57,78082.05,7028.69,0.0826,2024,2,4,April,5,Friday
EK8735,2024-04-07,DXB,AMM,DXB-AMM,Airbus A320,180,135,0.7452,1.14,Spring,Short-haul,Medium,71794.91,9790.22,81585.13,67438.29,27631.65,12962.59,36787.51,6563.34,7350.94,8433.89,5611.65,5513.2,65042.67,8335.44,52080.08,19591.56,4824.05,75190.4,6394.73,0.0784,2024,2,4,April,7,Sunday
EK8736,2024-04-07,DXB,AMM,DXB-AMM,Airbus A320,180,132,0.7324,1.69,Spring,Short-haul,Medium,81033.9,11050.08,92083.98,75161.49,30796.09,14447.1,41000.5,7314.99,8192.79,9399.76,6254.31,6144.59,72491.52,9290.03,58044.42,21835.24,5376.52,83801.39,8282.59,0.0899,2024,2,4,April,7,Sunday
EK8737,2024-04-09,DXB,AMM,DXB-AMM,Airbus A320,180,131,0.7273,1.14,Spring,Short-haul,Medium,59089.02,8057.59,67146.61,56816.99,23279.76,10921.03,30993.6,5529.63,6193.19,7105.58,4727.84,4644.89,54798.67,7022.64,43877.65,16505.96,4064.28,63348.17,3798.44,0.0566,2024,2,4,April,9,Tuesday
EK8738,2024-04-09,DXB,AMM,DXB-AMM,Airbus A320,180,136,0.7545,1.3,Spring,Short-haul,Medium,89700.93,12231.94,101932.87,82406.56,33764.64,15839.7,44952.68,8020.1,8982.52,10305.83,6857.19,6736.89,79479.23,10185.53,63639.52,23940.01,5894.78,91879.29,10053.58,0.0986,2024,2,4,April,9,Tuesday
EK8739,2024-04-09,DXB,AMM,DXB-AMM,Airbus A320,180,130,0.7215,2.46,Spring,Short-haul,Medium,87362.77,11913.1,99275.87,80452.01,32963.79,15464.01,43886.47,7829.88,8769.46,10061.39,6694.55,6577.1,77594.1,9943.95,62130.09,23372.19,5754.96,89700.06,9575.81,0.0965,2024,2,4,April,9,Tuesday
EK8740,2024-04-10,DXB,AMM,DXB-AMM,Airbus A320,180,133,0.736,1.25,Spring,Short-haul,Medium,46260.35,6308.23,52568.58,46093.05,18885.82,8859.74,25143.71,4485.94,5024.26,5764.44,3835.48,3768.19,44455.69,5697.15,35595.95,13390.54,3297.17,51391.5,1177.08,0.0224,2024,2,4,April,10,Wednesday
EK8741,2024-04-11,DXB,AMM,DXB-AMM,Airbus A320,180,133,0.734,1.51,Spring,Short-haul,Medium,60124.64,8198.82,68323.46,57682.71,23634.47,11087.43,31465.85,5613.89,6287.56,7213.85,4799.87,4715.67,55633.64,7129.64,44546.21,16757.46,4126.21,64313.4,4010.06,0.0587,2024,2,4,April,11,Thursday
EK8742,2024-04-11,DXB,AMM,DXB-AMM,Airbus A320,180,135,0.7486,1.42,Spring,Short-haul,Medium,93370.1,12732.29,106102.39,85473.75,35021.36,16429.26,46625.83,8318.61,9316.85,10689.42,7112.41,6987.64,82437.46,10564.64,66008.2,24831.06,6114.18,95299.06,10803.33,0.1018,2024,2,4,April,11,Thursday
EK8743,2024-04-11,DXB,AMM,DXB-AMM,Airbus A320,180,136,0.7502,2.5,Spring,Short-haul,Medium,92815.92,12656.72,105472.64,85010.5,34831.55,16340.22,46373.12,8273.53,9266.35,10631.48,7073.87,6949.76,81990.66,10507.38,65650.44,24696.48,6081.04,94782.55,10690.09,0.1014,2024,2,4,April,11,Thursday
EK8744,2024-04-12,DXB,AMM,DXB-AMM,Airbus A320,180,132,0.7297,1.59,Spring,Short-haul,Medium,88474.55,12064.71,100539.26,81381.39,33344.59,15642.65,44393.45,7920.33,8870.77,10177.62,6771.88,6653.08,78490.47,10058.82,62847.81,23642.18,5821.44,90736.27,9802.99,0.0975,2024,2,4,April,12,Friday
EK8745,2024-04-13,DXB,AMM,DXB-AMM,Airbus A320,180,135,0.7475,3.18,Spring,Short-haul,Medium,38374.42,5232.88,43607.3,39500.93,16184.81,7592.64,21547.71,3844.37,4305.7,4940.02,3286.94,3229.27,38097.73,4882.35,30505.1,11475.45,2825.61,44041.61,-434.31,-0.01,2024,2,4,April,13,Saturday
EK8746,2024-04-14,DXB,AMM,DXB-AMM,Airbus A320,180,136,0.7533,1.09,Spring,Short-haul,Medium,30167.28,4113.72,34281.0,32640.29,13373.78,6273.92,17805.24,3176.67,3557.87,4082.02,2716.05,2668.4,31480.81,4034.37,25206.88,9482.36,2334.85,36392.33,-2111.33,-0.0616,2024,2,4,April,14,Sunday
EK8747,2024-04-15,DXB,AMM,DXB-AMM,Airbus A320,180,129,0.7151,1.03,Spring,Short-haul,Medium,40929.93,5581.35,46511.28,41637.16,17060.09,8003.25,22713.02,4052.28,4538.55,5207.18,3464.7,3403.91,40158.08,5146.39,32154.83,12096.05,2978.42,46423.4,87.88,0.0019,2024,2,4,April,15,Monday
EK8748,2024-04-15,DXB,AMM,DXB-AMM,Airbus A320,180,133,0.7344,3.19,Spring,Short-haul,Medium,60989.89,8316.8,69306.69,58405.99,23930.82,11226.46,31860.4,5684.28,6366.4,7304.3,4860.06,4774.8,56331.23,7219.04,45104.77,16967.58,4177.95,65119.83,4186.86,0.0604,2024,2,4,April,15,Monday
EK8749,2024-04-16,DXB,AMM,DXB-AMM,Airbus A320,180,131,0.727,1.0,Spring,Short-haul,Medium,64252.88,8761.76,73014.64,61133.64,25048.43,11750.75,33348.33,5949.75,6663.72,7645.42,5087.03,4997.79,58961.99,7556.18,47211.24,17759.99,4373.06,68161.03,4853.61,0.0665,2024,2,4,April,16,Tuesday
EK8750,2024-04-18,DXB,AMM,DXB-AMM,Airbus A320,180,133,0.7349,1.42,Spring,Short-haul,Medium,84796.99,11563.23,96360.22,78307.19,32084.99,15051.75,42716.48,7621.14,8535.67,9793.16,6516.07,6401.76,75525.47,9678.84,60473.73,22749.1,5601.54,87308.69,9051.53,0.0939,2024,2,4,April,18,Thursday
EK8751,2024-04-27,DXB,AMM,DXB-AMM,Airbus A320,180,133,0.7384,2.62,Spring,Short-haul,Medium,51531.73,7027.05,58558.78,50499.58,20691.31,9706.73,27547.46,4914.8,5504.58,6315.52,4202.16,4128.43,48705.68,6241.8,38998.95,14670.68,3612.38,56304.57,2254.21,0.0385,2024,2,4,April,27,Saturday
EK8752,2024-04-29,DXB,AMM,DXB-AMM,Airbus A320,180,129,0.7141,2.92,Spring,Short-haul,Medium,64218.15,8757.02,72975.17,61104.61,25036.54,11745.17,33332.49,5946.92,6660.55,7641.79,5084.62,4995.41,58933.98,7552.59,47188.82,17751.56,4370.99,68128.66,4846.51,0.0664,2024,2,4,April,29,Monday
EK8753,2024-04-30,DXB,AMM,DXB-AMM,Airbus A320,180,134,0.7423,1.37,Spring,Short-haul,Medium,90022.63,12275.81,102298.44,82675.49,33874.82,15891.39,45099.38,8046.28,9011.83,10339.46,6879.57,6758.87,79738.59,10218.77,63847.2,24018.13,5914.01,92179.13,10119.31,0.0989,2024,2,4,April,30,Tuesday
EK8754,2024-05-02,DXB,AMM,DXB-AMM,Airbus A320,180,138,0.7617,2.77,Spring,Short-haul,Medium,55813.89,7610.98,63424.87,54079.19,22157.99,10394.78,29500.13,5263.18,5894.76,6763.19,4500.02,4421.07,52158.13,6684.24,41763.35,15710.6,3868.44,60295.66,3129.21,0.0493,2024,2,5,May,2,Thursday
EK8755,2024-05-02,DXB,AMM,DXB-AMM,Airbus A320,180,134,0.7421,2.39,Spring,Short-haul,Medium,36570.42,4986.88,41557.3,37992.9,15566.92,7302.77,20725.08,3697.61,4141.32,4751.42,3161.45,3105.99,36643.28,4695.96,29340.5,11037.35,2717.74,42360.23,-802.93,-0.0193,2024,2,5,May,2,Thursday
EK8756,2024-05-05,DXB,AMM,DXB-AMM,Airbus A320,180,134,0.7422,2.66,Spring,Short-haul,Medium,80867.34,11027.37,91894.71,75022.26,30739.05,14420.34,40924.55,7301.44,8177.61,9382.35,6242.73,6133.21,72357.23,9272.82,57936.9,21794.79,5366.56,83646.15,8248.56,0.0898,2024,2,5,May,5,Sunday
EK8757,2024-05-10,DXB,AMM,DXB-AMM,Airbus A320,180,134,0.7405,1.84,Spring,Short-haul,Medium,94231.62,12849.77,107081.39,86193.93,35316.44,16567.69,47018.68,8388.7,9395.35,10779.48,7172.34,7046.51,83132.05,10653.65,66564.36,25040.28,6165.7,96102.02,10979.37,0.1025,2024,2,5,May,10,Friday
EK8758,2024-05-10,DXB,AMM,DXB-AMM,Airbus A320,180,138,0.7642,2.42,Spring,Short-haul,Medium,66145.16,9019.8,75164.96,62715.47,25696.56,12054.8,34211.21,6103.69,6836.14,7843.25,5218.66,5127.1,60487.62,7751.69,48432.82,18219.53,4486.22,69924.68,5240.28,0.0697,2024,2,5,May,10,Friday
EK8759,2024-05-13,DXB,AMM,DXB-AMM,Airbus A320,180,131,0.7265,1.16,Spring,Short-haul,Medium,94609.17,12901.25,107510.42,86509.54,35445.76,16628.35,47190.85,8419.42,9429.75,10818.95,7198.6,7072.31,83436.45,10692.66,66808.09,25131.97,6188.27,96453.91,11056.51,0.1028,2024,2,5,May,13,Monday
EK8760,2024-05-14,DXB,AMM,DXB-AMM,Airbus A320,180,136,0.7538,2.75,Spring,Short-haul,Medium,44686.96,6093.68,50780.64,44777.8,18346.91,8606.93,24426.24,4357.94,4880.89,5599.95,3726.04,3660.67,43187.15,5534.58,34580.23,13008.44,3203.08,49925.06,855.58,0.0168,2024,2,5,May,14,Tuesday
EK8761,2024-05-14,DXB,AMM,DXB-AMM,Airbus A320,180,133,0.7345,1.66,Spring,Short-haul,Medium,86791.54,11835.21,98626.75,79974.5,32768.14,15372.23,43625.99,7783.41,8717.42,10001.68,6654.81,6538.06,77133.56,9884.93,61761.33,23233.47,5720.8,89167.66,9459.09,0.0959,2024,2,5,May,14,Tuesday
EK8762,2024-05-18,DXB,AMM,DXB-AMM,Airbus A320,180,131,0.7256,1.25,Spring,Short-haul,Medium,66125.46,9017.11,75142.57,62699.0,25689.81,12051.63,34202.23,6102.09,6834.34,7841.19,5217.29,5125.76,60471.74,7749.66,48420.1,18214.75,4485.04,69906.32,5236.25,0.0697,2024,2,5,May,18,Saturday
EK8763,2024-05-18,DXB,AMM,DXB-AMM,Airbus A320,180,130,0.7182,1.07,Spring,Short-haul,Medium,97340.68,13273.73,110614.41,88792.9,36381.33,17067.25,48436.42,8641.65,9678.64,11104.51,7388.61,7258.98,85638.7,10974.89,68571.45,25795.31,6351.61,98999.75,11614.66,0.105,2024,2,5,May,18,Saturday
EK8764,2024-05-20,DXB,AMM,DXB-AMM,Airbus A320,180,135,0.7451,2.83,Spring,Short-haul,Medium,43531.35,5936.09,49467.44,43811.78,17951.1,8421.24,23899.27,4263.92,4775.59,5479.14,3645.65,3581.69,42255.45,5415.18,33834.21,12727.8,3133.98,48848.0,619.44,0.0125,2024,2,5,May,20,Monday
EK8765,2024-05-20,DXB,AMM,DXB-AMM,Airbus A320,180,134,0.7396,2.66,Spring,Short-haul,Medium,81512.61,11115.36,92627.97,75561.66,30960.06,14524.02,41218.79,7353.93,8236.4,9449.8,6287.61,6177.3,72877.47,9339.49,58353.46,21951.49,5405.14,84247.56,8380.41,0.0905,2024,2,5,May,20,Monday
EK8766,2024-05-21,DXB,AMM,DXB-AMM,Airbus A320,180,133,0.7361,2.21,Spring,Short-haul,Medium,48121.04,6561.96,54683.0,47648.47,19523.12,9158.71,25992.18,4637.32,5193.8,5958.96,3964.91,3895.35,45955.85,5889.4,36797.14,13842.4,3408.43,53125.72,1557.28,0.0285,2024,2,5,May,21,Tuesday
EK8767,2024-05-21,DXB,AMM,DXB-AMM,Airbus A320,180,136,0.7518,1.3,Spring,Short-haul,Medium,47729.4,6508.55,54237.95,47321.08,19388.98,9095.78,25813.59,4605.46,5158.11,5918.01,3937.67,3868.58,45640.09,5848.93,36544.31,13747.29,3385.01,52760.69,1477.26,0.0272,2024,2,5,May,21,Tuesday
EK8768,2024-05-24,DXB,AMM,DXB-AMM,Airbus A320,180,135,0.7464,2.94,Spring,Short-haul,Medium,57791.27,7880.63,65671.9,55732.16,22835.27,10712.51,30401.82,5424.05,6074.94,6969.91,4637.57,4556.21,53752.38,6888.55,43039.87,16190.8,3986.68,62138.63,3533.27,0.0538,2024,2,5,May,24,Friday
EK8769,2024-05-27,DXB,AMM,DXB-AMM,Airbus A320,180,135,0.7468,1.32,Spring,Short-haul,Medium,29757.81,4057.88,33815.69,32297.99,13233.53,6208.13,17618.52,3143.36,3520.56,4039.21,2687.57,2640.42,31150.67,3992.06,24942.54,9382.92,2310.37,36010.68,-2194.99,-0.0649,2024,2,5,May,27,Monday
EK8770,2024-05-28,DXB,AMM,DXB-AMM,Airbus A320,180,136,0.7501,2.08,Spring,Short-haul,Medium,101506.17,13841.75,115347.92,92274.98,37808.05,17736.55,50335.89,8980.53,10058.2,11539.99,7678.36,7543.65,88997.09,11405.28,71260.53,26806.89,6600.69,102882.09,12465.83,0.1081,2024,2,5,May,28,Tuesday
EK8771,2024-05-31,DXB,AMM,DXB-AMM,Airbus A320,180,136,0.7514,3.06,Spring,Short-haul,Medium,88481.16,12065.61,100546.77,81386.91,33346.85,15643.71,44396.46,7920.87,8871.37,10178.31,6772.34,6653.53,78495.8,10059.5,62852.08,23643.79,5821.84,90742.43,9804.34,0.0975,2024,2,5,May,31,Friday
EK8772,2024-06-01,DXB,AMM,DXB-AMM,Airbus A320,180,133,0.7373,3.05,Summer,Short-haul,Low,72728.15,9917.48,82645.63,68218.42,27951.3,13112.54,37213.07,6639.26,7435.97,8531.45,5676.57,5576.98,65795.09,8431.86,52682.55,19818.2,4879.86,76060.21,6585.42,0.0797,2024,2,6,June,1,Saturday
EK8773,2024-06-02,DXB,AMM,DXB-AMM,Airbus A320,180,134,0.741,1.81,Summer,Short-haul,Low,54607.7,7446.51,62054.21,53070.9,21744.87,10200.98,28950.11,5165.05,5784.86,6637.09,4416.12,4338.64,51185.66,6559.61,40984.68,15417.68,3796.31,59171.46,2882.75,0.0465,2024,2,6,June,2,Sunday
EK8774,2024-06-02,DXB,AMM,DXB-AMM,Airbus A320,180,138,0.7618,2.46,Summer,Short-haul,Low,53171.92,7250.72,60422.64,51870.68,21253.09,9970.28,28295.39,5048.24,5654.03,6486.99,4316.25,4240.52,50028.07,6411.27,40057.79,15069.0,3710.46,57833.27,2589.37,0.0429,2024,2,6,June,2,Sunday
EK8775,2024-06-03,DXB,AMM,DXB-AMM,Airbus A320,180,136,0.7536,2.32,Summer,Short-haul,Low,55543.07,7574.05,63117.12,53852.8,22065.23,10351.27,29376.64,5241.15,5870.09,6734.88,4481.18,4402.56,51939.78,6656.26,41588.51,15644.83,3852.24,60043.24,3073.88,0.0487,2024,2,6,June,3,Monday
EK8776,2024-06-05,DXB,AMM,DXB-AMM,Airbus A320,180,133,0.7374,2.13,Summer,Short-haul,Low,67118.53,9152.53,76271.06,63529.14,26029.95,12211.2,34655.07,6182.88,6924.83,7945.01,5286.37,5193.62,61272.39,7852.26,49061.19,18455.91,4544.42,70831.89,5439.17,0.0713,2024,2,6,June,5,Wednesday
EK8777,2024-06-07,DXB,AMM,DXB-AMM,Airbus A320,180,132,0.73,2.88,Summer,Short-haul,Low,62097.04,8467.78,70564.82,59331.5,24310.04,11404.35,32365.26,5774.36,6467.28,7420.05,4937.07,4850.46,57223.86,7333.43,45819.51,17236.45,4244.15,66151.73,4413.09,0.0625,2024,2,6,June,7,Friday
EK8778,2024-06-09,DXB,AMM,DXB-AMM,Airbus A320,180,130,0.7198,1.3,Summer,Short-haul,Low,38968.68,5313.91,44282.59,39997.69,16388.35,7688.12,21818.69,3892.72,4359.85,5002.14,3328.27,3269.88,38576.85,4943.75,30888.73,11619.77,2861.15,44595.47,-312.88,-0.0071,2024,2,6,June,9,Sunday
EK8779,2024-06-10,DXB,AMM,DXB-AMM,Airbus A320,180,135,0.7479,2.14,Summer,Short-haul,Low,81906.52,11169.07,93075.59,75890.94,31094.97,14587.31,41398.42,7385.98,8272.3,9490.98,6315.01,6204.22,73195.06,9380.19,58607.75,22047.15,5428.7,84614.69,8460.9,0.0909,2024,2,6,June,10,Monday
EK8780,2024-06-12,DXB,AMM,DXB-AMM,Airbus A320,180,132,0.7294,1.35,Summer,Short-haul,Low,59990.3,8180.49,68170.79,57570.4,23588.45,11065.84,31404.58,5602.96,6275.31,7199.8,4790.53,4706.48,55525.32,7115.76,44459.47,16724.83,4118.17,64188.18,3982.61,0.0584,2024,2,6,June,12,Wednesday
EK8781,2024-06-14,DXB,AMM,DXB-AMM,Airbus A320,180,134,0.7391,2.81,Summer,Short-haul,Low,44473.3,6064.54,50537.84,44599.19,18273.73,8572.59,24328.8,4340.55,4861.42,5577.61,3711.17,3646.07,43014.89,5512.5,34442.29,12956.55,3190.31,49725.92,811.92,0.0161,2024,2,6,June,14,Friday
EK8782,2024-06-15,DXB,AMM,DXB-AMM,Airbus A320,180,134,0.743,2.81,Summer,Short-haul,Low,100273.33,13673.64,113946.97,91244.41,37385.79,17538.46,49773.71,8880.23,9945.86,11411.1,7592.6,7459.4,88003.12,11277.9,70464.66,26507.5,6526.97,101733.05,12213.92,0.1072,2024,2,6,June,15,Saturday
EK8783,2024-06-17,DXB,AMM,DXB-AMM,Airbus A320,180,135,0.7475,2.97,Summer,Short-haul,Low,40338.54,5500.71,45839.25,41142.8,16857.54,7908.23,22443.35,4004.17,4484.67,5145.35,3423.56,3363.5,39681.28,5085.29,31773.05,11952.43,2943.06,45872.21,-32.96,-0.0007,2024,2,6,June,17,Monday
EK8784,2024-06-18,DXB,AMM,DXB-AMM,Airbus A320,180,135,0.7497,1.76,Summer,Short-haul,Low,50100.47,6831.88,56932.35,49303.14,20201.09,9476.76,26894.8,4798.36,5374.16,6165.89,4102.6,4030.62,47551.74,6093.92,38074.98,14323.1,3526.79,54970.59,1961.76,0.0345,2024,2,6,June,18,Tuesday
EK8785,2024-06-19,DXB,AMM,DXB-AMM,Airbus A320,180,138,0.7617,2.81,Summer,Short-haul,Low,79665.81,10863.52,90529.33,74017.85,30327.51,14227.28,40376.65,7203.68,8068.13,9256.73,6159.15,6051.09,71388.51,9148.68,57161.23,21503.0,5294.71,82526.29,8003.04,0.0884,2024,2,6,June,19,Wednesday
